ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    3749        58.5068       211.4436       670.4004        10.5002         -10530.8496       678.1427         0.0000         0.0000         0.0000          -8901.8558         0.0000     -8901.8558     -8901.8558         0.0000            463.6914       463.7194   1000000.0000       463.6914       463.7194
ENERGY:    3750        58.5126       211.3856       670.4064        10.5034         -10530.7834       678.1124         0.0000         0.0000         0.0000          -8901.8628         0.0000     -8901.8628     -8901.8628         0.0000            463.7199       463.7282   1000000.0000       463.7199       463.7282
ENERGY:    3751        58.5134       211.3800       670.4071        10.5038         -10530.7768       678.1095         0.0000         0.0000         0.0000          -8901.8631         0.0000     -8901.8631     -8901.8631         0.0000            463.7227       463.7290   1000000.0000       463.7227       463.7290
ENERGY:    3752        58.5133       211.3805       670.4070        10.5037         -10530.7774       678.1098         0.0000         0.0000         0.0000          -8901.8631         0.0000     -8901.8631     -8901.8631         0.0000            463.7224       463.7289   1000000.0000       463.7224       463.7289
ENERGY:    3753        58.5134       211.3800       670.4071        10.5038         -10530.7768       678.1095         0.0000         0.0000         0.0000          -8901.8631         0.0000     -8901.8631     -8901.8631         0.0000            463.7227       463.7290   1000000.0000       463.7227       463.7290
ENERGY:    3754        58.5220       212.3327       670.2517        10.4883         -10531.4116       678.0816         0.0000         0.0000         0.0000          -8901.7353         0.0000     -8901.7353     -8901.7353         0.0000            465.1536       464.9940   1000000.0000       465.1536       464.9940
ENERGY:    3755        58.3223       211.7126       670.3184        10.4836         -10531.1938       678.0201         0.0000         0.0000         0.0000          -8902.3369         0.0000     -8902.3369     -8902.3369         0.0000            464.4365       464.3573   1000000.0000       464.4365       464.3573
ENERGY:    3756        58.3225       211.7629       670.3102        10.4827         -10531.2288       678.0183         0.0000         0.0000         0.0000          -8902.3323         0.0000     -8902.3323     -8902.3323         0.0000            464.5117       464.4236   1000000.0000       464.5117       464.4236
ENERGY:    3757        58.3221       211.7175       670.3176        10.4835         -10531.1974       678.0198         0.0000         0.0000         0.0000          -8902.3370         0.0000     -8902.3370     -8902.3370         0.0000            464.4440       464.3639   1000000.0000       464.4440       464.3639
ENERGY:    3758        58.3221       211.7163       670.3178        10.4835         -10531.1965       678.0199         0.0000         0.0000         0.0000          -8902.3369         0.0000     -8902.3369     -8902.3369         0.0000            464.4423       464.3624   1000000.0000       464.4423       464.3624
ENERGY:    3759        58.3221       211.7175       670.3176        10.4835         -10531.1974       678.0198         0.0000         0.0000         0.0000          -8902.3370         0.0000     -8902.3370     -8902.3370         0.0000            464.4440       464.3639   1000000.0000       464.4440       464.3639
ENERGY:    3760        58.9973       212.0978       670.2733        10.5762         -10532.2454       677.7176         0.0000         0.0000         0.0000          -8902.5832         0.0000     -8902.5832     -8902.5832         0.0000            465.8550       464.9868   1000000.0000       465.8550       464.9868
ENERGY:    3761        60.6060       213.2697       670.3169        10.7497         -10532.5737       677.9519         0.0000         0.0000         0.0000          -8899.6795         0.0000     -8899.6795     -8899.6795         0.0000            467.0432       465.4431   1000000.0000       467.0432       465.4431
ENERGY:    3762        58.5995       211.8415       670.2816        10.5274         -10531.8928       677.7846         0.0000         0.0000         0.0000          -8902.8581         0.0000     -8902.8581     -8902.8581         0.0000            465.2896       464.7466   1000000.0000       465.2896       464.7466
ENERGY:    3763        58.6318       211.8608       670.2801        10.5317         -10531.9338       677.7739         0.0000         0.0000         0.0000          -8902.8555         0.0000     -8902.8555     -8902.8555         0.0000            465.3479       464.7720   1000000.0000       465.3479       464.7720
ENERGY:    3764        58.6026       211.8434       670.2814        10.5279         -10531.8970       677.7835         0.0000         0.0000         0.0000          -8902.8582         0.0000     -8902.8582     -8902.8582         0.0000            465.2954       464.7491   1000000.0000       465.2954       464.7491
ENERGY:    3765        58.6020       211.8430       670.2814        10.5278         -10531.8962       677.7837         0.0000         0.0000         0.0000          -8902.8582         0.0000     -8902.8582     -8902.8582         0.0000            465.2943       464.7486   1000000.0000       465.2943       464.7486
ENERGY:    3766        58.6026       211.8434       670.2814        10.5279         -10531.8970       677.7835         0.0000         0.0000         0.0000          -8902.8582         0.0000     -8902.8582     -8902.8582         0.0000            465.2954       464.7491   1000000.0000       465.2954       464.7491
ENERGY:    3767        58.9210       212.0159       670.2809        10.6095         -10532.6732       677.6571         0.0000         0.0000         0.0000          -8903.1887         0.0000     -8903.1887     -8903.1887         0.0000            465.4827       464.4933   1000000.0000       465.4827       464.4933
ENERGY:    3768        60.1723       212.7812       670.3593        10.7562         -10532.8662       677.9823         0.0000         0.0000         0.0000          -8900.8149         0.0000     -8900.8149     -8900.8149         0.0000            465.4894       464.1079   1000000.0000       465.4894       464.1079
ENERGY:    3769        58.6923       211.8816       670.2721        10.5712         -10532.4494       677.6555         0.0000         0.0000         0.0000          -8903.3768         0.0000     -8903.3768     -8903.3768         0.0000            465.4343       464.6060   1000000.0000       465.4343       464.6060
ENERGY:    3770        58.7092       211.8912       670.2725        10.5746         -10532.4756       677.6529         0.0000         0.0000         0.0000          -8903.3752         0.0000     -8903.3752     -8903.3752         0.0000            465.4402       464.5955   1000000.0000       465.4402       464.5955
ENERGY:    3771        58.6939       211.8825       670.2721        10.5715         -10532.4519       677.6552         0.0000         0.0000         0.0000          -8903.3766         0.0000     -8903.3766     -8903.3766         0.0000            465.4350       464.6050   1000000.0000       465.4350       464.6050
ENERGY:    3772        58.6925       211.8817       670.2721        10.5712         -10532.4497       677.6554         0.0000         0.0000         0.0000          -8903.3768         0.0000     -8903.3768     -8903.3768         0.0000            465.4344       464.6059   1000000.0000       465.4344       464.6059
ENERGY:    3773        58.6926       211.8818       670.2721        10.5712         -10532.4499       677.6554         0.0000         0.0000         0.0000          -8903.3768         0.0000     -8903.3768     -8903.3768         0.0000            465.4345       464.6058   1000000.0000       465.4345       464.6058
ENERGY:    3774        58.6927       211.8818       670.2721        10.5713         -10532.4500       677.6554         0.0000         0.0000         0.0000          -8903.3767         0.0000     -8903.3767     -8903.3767         0.0000            465.4346       464.6058   1000000.0000       465.4346       464.6058
ENERGY:    3775        58.6926       211.8818       670.2721        10.5712         -10532.4499       677.6554         0.0000         0.0000         0.0000          -8903.3768         0.0000     -8903.3768     -8903.3768         0.0000            465.4345       464.6058   1000000.0000       465.4345       464.6058
ENERGY:    3776        58.2209       211.8926       670.2179        10.5577         -10532.2721       677.5935         0.0000         0.0000         0.0000          -8903.7895         0.0000     -8903.7895     -8903.7895         0.0000            465.6024       465.1098   1000000.0000       465.6024       465.1098
ENERGY:    3777        58.5327       212.4300       670.2333        10.6033         -10531.5953       677.9256         0.0000         0.0000         0.0000          -8901.8704         0.0000     -8901.8704     -8901.8704         0.0000            465.6180       465.5049   1000000.0000       465.6180       465.5049
ENERGY:    3778        58.2873       211.8319       670.2279        10.5557         -10532.3823       677.5730         0.0000         0.0000         0.0000          -8903.9065         0.0000     -8903.9065     -8903.9065         0.0000            465.5661       464.9609   1000000.0000       465.5661       464.9609
ENERGY:    3779        58.2770       211.8355       670.2266        10.5556         -10532.3733       677.5733         0.0000         0.0000         0.0000          -8903.9053         0.0000     -8903.9053     -8903.9053         0.0000            465.5705       464.9764   1000000.0000       465.5705       464.9764
ENERGY:    3780        58.2862       211.8322       670.2277        10.5557         -10532.3816       677.5730         0.0000         0.0000         0.0000          -8903.9067         0.0000     -8903.9067     -8903.9067         0.0000            465.5664       464.9624   1000000.0000       465.5664       464.9624
